Sample ID #,Location,Source,Date/Time Collected,Date Analyzed,Lab ID,Analyte,Results,Detection,PPS Action Level,Units, , , , , , , 
279-2163-N/A-001-A,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-13RE1,Lead,3.74,0.2,15,ppb,,,,,,,
279-2163-N/A-001-B,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-14RE1,Copper,0.00552,0.002,1.3,ppm,,,,,,,
279-2163-N/A-001-B,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-14RE1,Lead,2.97,0.2,15,ppb,,,,,,,
279-2154-N/A-001-A,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-15RE1,Copper,0.0167,0.002,1.3,ppm,,,,,,,
279-2154-N/A-001-A,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-15RE1,Lead,21.2,0.2,15,ppb,,,,,,,
279-2154-N/A-001-B,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-16RE1,Copper,0.00852,0.002,1.3,ppm,,,,,,,
279-2154-N/A-001-B,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-16RE1,Lead,19.3,0.2,15,ppb,,,,,,,
279-2148-N/A-001-A,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-17RE1,Copper,0.0174,0.002,1.3,ppm,,,,,,,
279-2148-N/A-001-A,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-17RE1,Lead,3.73,0.2,15,ppb,,,,,,,
279-2148-N/A-001-B,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-18RE1,Copper,0.0585,0.002,1.3,ppm,,,,,,,
279-2148-N/A-001-B,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-18RE1,Lead,9.57,0.2,15,ppb,,,,,,,
279-2171-N/A-001-A,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-19RE1,Copper,0.443,0.002,1.3,ppm,,,,,,,
279-2171-N/A-001-A,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-19RE1,Lead,17.3,0.2,15,ppb,,,,,,,
279-2171-N/A-001-B,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-20RE1,Copper,0.511,0.002,1.3,ppm,,,,,,,
279-2171-N/A-001-B,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-20RE1,Lead,29.3,0.2,15,ppb,,,,,,,
279-2170-N/A-001-A,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-21RE1,Copper,0.689,0.002,1.3,ppm,,,,,,,
279-2170-N/A-001-A,Classroom Sink,Bubbler,8/31/18,9/13/18,A8H0905-21RE1,Lead,27.1,0.2,15,ppb,,,,,,,
279-2170-N/A-001-B,Classroom Sink,Bubbler,8/31/18,9/5/18,A8H0905-22,Copper,0.211,0.002,1.3,ppm,,,,,,,
279-2170-N/A-001-B,Classroom Sink,Bubbler,8/31/18,9/5/18,A8H0905-22,Lead,4.74,0.2,15,ppb,,,,,,,
